65426, -3.46906, 7.87933, -2.23999;
65442, 3.85917, 14.0316, 6.7439;
67797, 9.03054, -5.97573, 0.692154;
67813, -6.29461, 4.85677, -5.24553;
67828, 3.90726, -7.49315, 3.67737;
67844, 9.48602, 7.25417, -7.64745;
67860, -5.47507, -15.966, 23.4168;
67875, -8.311, -25.4077, 13.9619;
67875, 13.0052, 9.01109, 89.2435;
67891, -33.8156, -0.873684, 0.257912;
67906, -36.576, 24.2454, 29.6476;
67922, -2.32968, -1.04564, 0.243081;
67938, 0.600403, 9.43431, -5.37185;
67953, -8.30333, 16.2384, -27.862;
67969, -0.10231, 1.8244, -11.4591;
67984, 0.954075, 16.3336, -2.73831;
67984, 4.01057, 2.8058, 17.4895;
68000, 13.8111, -12.6279, -17.0236;
68016, 6.07407, -4.09561, 6.25725;
72118, -0.733685, -7.47102, -0.429138;
72134, 14.0305, 7.51517, -14.7824;
72150, -8.89345, -22.1449, 10.1098;
72165, 19.3826, -26.216, -2.33875;
72181, 5.08054, -21.4723, -37.7727;
72196, 12.3408, -15.2037, 4.67786;
72212, -15.4005, 27.0463, 17.1077;
72212, 31.3459, -53.0917, -24.2448;
72228, 7.09409, 14.9655, -9.7558;
72243, 12.7944, 0.9841, -45.7336;
72259, -41.1233, 12.5603, -10.2133;
72274, -12.7872, -16.3263, -0.363403;
72290, -9.20572, -2.20708, -12.8939;
72290, -11.7697, -29.505, -19.6045;
72306, -10.2223, -5.62424, 21.5442;
72321, -7.10328, 0.357319, -12.3276;
72337, -2.57306, 2.05027, -5.43481;
72352, -7.94128, -15.4498, 4.90691;
72368, 14.3878, 15.5139, -6.68646;
72384, -14.1984, -18.1207, 21.3909;
72399, 4.8801, -4.06339, 19.6463;
72415, -3.91421, 4.80363, 1.25555;
72430, 18.5916, -18.031, 3.84116;
72430, 7.53175, 18.6109, -14.2596;
72446, 15.0796, -5.15785, 17.4523;
72462, -2.17982, 6.70944, -2.55634;
72477, 12.4776, 9.46895, -0.0656433;
72493, 11.7539, 22.9759, 25.4129;
72508, -12.7207, -24.499, 41.5525;
72524, -1.22349, -13.6315, -2.47235;
72524, -8.43402, 4.04096, -19.1083;
72540, -7.95607, -9.8699, -12.7722;
72555, 5.56161, -9.95753, -6.34137;
72571, -26.7117, 15.5544, -30.8082;
72586, 22.2454, 2.15979, -6.47769;
73288, 14.0058, 3.5112, -29.9;
73288, 10.3497, -2.87393, -2.8143;
73304, 5.50587, 3.09859, -25.0962;
73320, -5.35614, -9.51079, -15.7326;
73335, -15.4808, 13.8765, 18.321;
73351, -2.74896, -19.4702, 25.9499;
73351, -19.5144, 2.71558, -1.69284;
74630, -9.13929, -13.1781, -9.79602;
74646, 4.32574, 6.84654, -4.45744;
74661, 9.58497, 6.15334, -4.14735;
74677, 9.01067, -30.0324, 30.9329;
74692, -14.1503, -3.36756, -9.16859;
74708, 0.883453, 34.7511, 23.842;
74724, 3.12462, 8.30417, -14.5835;
74724, -13.7499, 7.17914, 12.6952;
74739, -1.87437, 16.1133, -14.3499;
74755, 10.4797, 2.68824, -12.7928;
74770, -9.84975, 15.3491, 5.4397;
77812, -10.2392, -0.924457, -14.9264;
77828, 5.38072, -19.7102, -0.729736;
77844, 10.5451, 11.505, 7.24883;
77859, 7.57505, 18.3347, -7.30573;
77875, -6.36439, 10.0947, 20.8771;
77890, -10.4765, 2.74261, 16.9403;
77890, -5.55064, -7.95439, -5.35901;
77906, -2.70757, -14.6925, 14.1238;
77922, -2.99865, 11.0191, 14.9025;
77937, -3.22995, -11.3656, 9.42218;
77953, -4.63597, 1.46384, -8.03137;
77968, -6.77336, 7.54886, 3.30154;
77968, 9.08113, 3.11391, -18.8768;
77984, 22.2498, -18.727, -3.09229;
78000, 17.2808, -10.4269, -23.5741;
78015, 13.2558, 17.1554, 24.1961;
78031, 9.92293, 12.4523, 9.01843;
78046, -1.33311, -5.48328, -16.8564;
78046, -7.38243, 18.6315, -0.564453;
78062, -20.0832, -18.5223, -25.2373;
78078, -12.7696, -20.1691, 25.7087;
78093, -3.03368, 2.7326, -19.3109;
78109, -24.3317, 18.9449, -13.9223;
78124, 11.6068, 6.68746, 2.3414;
78140, -1.49939, 17.3572, 30.751;
78873, -4.46858, 2.88215, 10.1122;
78889, 7.64817, -1.14919, -14.906;
78904, -8.0575, 16.0456, -46.2566;
78904, 14.3954, 40.763, -7.39246;
78920, 21.3546, -24.1069, -26.1818;
78936, -11.892, -2.75238, -17.1033;
78951, 32.1787, 16.8141, 22.978;
79684, -19.8595, -8.91442, 13.7776;
79684, -21.5926, -0.0563602, 0.0763092;
79700, -9.0335, -7.04852, 5.07814;
79716, -17.9347, 16.8515, -5.57121;
79731, 4.36011, -12.2788, -28.5565;
79747, 5.52369, -6.4648, 20.9248;
79762, -12.1285, 4.61439, -10.2036;
79778, 1.30081, -15.9027, 30.3208;
80574, -0.808784, -2.16512, 13.4712;
84240, -0.0422378, -14.3174, -8.7731;
84255, -13.029, -12.2277, 10.2218;
84271, -11.8299, 14.3687, -20.1474;
84286, 0.426376, 1.89096, -2.91806;
84286, -8.91073, -2.75204, -20.4313;
84302, 17.783, 24.9497, -0.180603;
84318, -2.06649, 16.0087, 13.3568;
